estado,municipio,clave_inegi,declaratoria_emergencia_ordinaria,declaratoria_emergencia_extraordinaria,declaratoria_desastre,magniud_sismo,fecha_evento
Oaxaca,Santa María Tonameca,20439,,,sí,8.2,2017-09-07
Oaxaca,Santa María Totolapilla,20440,,sí,sí,8.2,2017-09-07
Oaxaca,Santa María Xadani,20441,,sí,sí,8.2,2017-09-07
Oaxaca,Santa María Yalina,20442,,,sí,8.2,2017-09-07
Oaxaca,Santa María Yavesía,20443,,,sí,8.2,2017-09-07
Oaxaca,Santa María Zoquitlán,20449,,,sí,8.2,2017-09-07
Oaxaca,Santiago Apóstol,20452,,,sí,8.2,2017-09-07
Oaxaca,Santiago Astata,20453,,sí,sí,8.2,2017-09-07
Oaxaca,Santiago Atitlán,20454,,,sí,8.2,2017-09-07
Oaxaca,Santiago Ayuquililla,20455,sí,,sí,7.1,2017-09-19
Oaxaca,Santiago Cacaloxtepec,20456,sí,,sí,7.1,2017-09-19
Oaxaca,Santiago Camotlán,20457,,,sí,8.2,2017-09-07
Oaxaca,Santiago Chazumba,20459,sí,,sí,7.1,2017-09-19
Oaxaca,Santiago Choapam,20460,,,sí,8.2,2017-09-07
Oaxaca,Santiago del Río,20461,sí,,sí,7.1,2017-09-19
Oaxaca,Santiago Huajolotitlán,20462,sí,,sí,7.1,2017-09-19
Oaxaca,Santiago Ihuitlán Plumas,20464,sí,,sí,7.1,2017-09-19
Oaxaca,Santiago Ixcuintepec,20465,,,sí,8.2,2017-09-07
Oaxaca,Santiago Jamiltepec,20467,,,sí,8.2,2017-09-07
Oaxaca,Santiago Jocotepec,20468,,,sí,8.2,2017-09-07
Oaxaca,Santiago Lachiguiri,20470,,sí,sí,8.2,2017-09-07
Oaxaca,Santiago Lalopa,20471,,,sí,8.2,2017-09-07
Oaxaca,Santiago Laollaga,20472,,sí,sí,8.2,2017-09-07
Oaxaca,Santiago Laxopa,20473,,,sí,8.2,2017-09-07
Oaxaca,Santiago Matatlán,20475,,,sí,8.2,2017-09-07
Oaxaca,Santiago Miltepec,20476,sí,,sí,7.1,2017-09-19
Oaxaca,Santiago Minas,20477,,,sí,8.2,2017-09-07
Oaxaca,Santiago Tamazola,20484,sí,,sí,7.1,2017-09-19
Oaxaca,Villa Tejúpam de la Unión,20486,sí,,sí,7.1,2017-09-19
Oaxaca,Santiago Tepetlapa,20488,sí,,sí,7.1,2017-09-19
Oaxaca,Santiago Xanica,20495,,,sí,8.2,2017-09-07
Oaxaca,Santiago Xiacuí,20496,,,sí,8.2,2017-09-07
Oaxaca,Santiago Yaitepec,20497,,,sí,8.2,2017-09-07
Oaxaca,Santiago Yaveo,20498,,,sí,8.2,2017-09-07
Oaxaca,Santiago Yucuyachi,20501,sí,,sí,7.1,2017-09-19
Oaxaca,Santiago Zacatepec,20502,,,sí,8.2,2017-09-07
Oaxaca,Santiago Zoochila,20503,,,sí,8.2,2017-09-07
Oaxaca,Nuevo Zoquiapam,20504,,,sí,8.2,2017-09-07
Oaxaca,Santo Domingo Ingenio,20505,,sí,sí,8.2,2017-09-07
Oaxaca,Santo Domingo Albarradas,20506,,,sí,8.2,2017-09-07
Oaxaca,Santo Domingo Chihuitán,20508,,sí,sí,8.2,2017-09-07
Oaxaca,Santo Domingo de Morelos,20509,,,sí,8.2,2017-09-07
Oaxaca,Santo Domingo Ozolotepec,20512,,,sí,8.2,2017-09-07
Oaxaca,Santo Domingo Petapa,20513,,sí,sí,8.2,2017-09-07
Oaxaca,Santo Domingo Roayaga,20514,,,sí,8.2,2017-09-07
Oaxaca,Santo Domingo Tehuantepec,20515,,sí,sí,8.2,2017-09-07
Oaxaca,Santo Domingo Teojomulco,20516,,,sí,8.2,2017-09-07
Oaxaca,Santo Domingo Tepuxtepec,20517,,,sí,8.2,2017-09-07
Oaxaca,Santo Domingo Tomaltepec,20519,,,sí,8.2,2017-09-07
Oaxaca,Santo Domingo Tonalá,20520,sí,,sí,7.1,2017-09-19
Oaxaca,Santo Domingo Xagacía,20522,,,sí,8.2,2017-09-07
Oaxaca,Santo Domingo Yodohino,20524,sí,,sí,7.1,2017-09-19
Oaxaca,Santo Domingo Zanatepec,20525,,sí,sí,8.2,2017-09-07
Oaxaca,Santos Reyes Nopala,20526,,,sí,8.2,2017-09-07
Oaxaca,Santos Reyes Tepejillo,20528,sí,,sí,7.1,2017-09-19
Oaxaca,Santos Reyes Yucuná,20529,sí,,sí,7.1,2017-09-19
Oaxaca,Santo Tomás Jalieza,20530,,,sí,8.2,2017-09-07
Oaxaca,Santo Tomás Tamazulapan,20533,,,sí,8.2,2017-09-07
Oaxaca,San Vicente Coatlán,20534,,,sí,8.2,2017-09-07
Oaxaca,San Vicente Lachixío,20535,,,sí,8.2,2017-09-07
Oaxaca,Silacayoápam,20537,sí,,sí,7.1,2017-09-19
Oaxaca,Sitio de Xitlapehua,20538,,,sí,8.2,2017-09-07
Oaxaca,Soledad Etla,20539,,,sí,8.2,2017-09-07
Oaxaca,Villa de Tamazulápam del Progreso,20540,sí,,sí,7.1,2017-09-19
Oaxaca,Tanetze de Zaragoza,20541,,,sí,8.2,2017-09-07
Oaxaca,Taniche,20542,,,sí,8.2,2017-09-07
Oaxaca,Teococuilco de Marcos Pérez,20544,,,sí,8.2,2017-09-07
Oaxaca,Teotitlán del Valle,20546,,,sí,8.2,2017-09-07
Oaxaca,Teotongo,20547,sí,,sí,7.1,2017-09-19
Oaxaca,Tezoatlán de Segura y Luna,20549,sí,,sí,7.1,2017-09-19
Oaxaca,San Jerónimo Tlacochahuaya,20550,,,sí,8.2,2017-09-07
Oaxaca,Tlacolula de Matamoros,20551,,,sí,8.2,2017-09-07
Oaxaca,Tlacotepec Plumas,20552,sí,,sí,7.1,2017-09-19
Oaxaca,Tlalixtac de Cabrera,20553,,,sí,8.2,2017-09-07
Oaxaca,Totontepec Villa de Morelos,20554,,,sí,8.2,2017-09-07
Oaxaca,Trinidad Zaachila,20555,,,sí,8.2,2017-09-07
Oaxaca,La Trinidad Vista Hermosa,20556,sí,,,7.1,2017-09-19
Oaxaca,Unión Hidalgo,20557,,sí,sí,8.2,2017-09-07
Oaxaca,Villa Díaz Ordaz,20560,,,sí,8.2,2017-09-07
Oaxaca,Yaxe,20561,,,sí,8.2,2017-09-07
Oaxaca,Yogana,20563,,,sí,8.2,2017-09-07
Oaxaca,Villa de Zaachila,20565,,,sí,8.2,2017-09-07
Oaxaca,Zapotitlán Lagunas,20567,sí,,sí,7.1,2017-09-19
Oaxaca,Zapotitlán Palmas,20568,sí,,sí,7.1,2017-09-19
Oaxaca,Zimatlán de Álvarez,20570,,,sí,8.2,2017-09-07
Puebla,Acajete,21001,,sí,sí,7.1,2017-09-19
Puebla,Acatlán,21003,,sí,sí,7.1,2017-09-19
Puebla,Acteopan,21005,,sí,sí,7.1,2017-09-19
Puebla,Ahuatlán,21007,,sí,sí,7.1,2017-09-19
Puebla,Ahuehuetitla,21009,,sí,sí,7.1,2017-09-19
Puebla,Albino Zertuche,21011,,sí,sí,7.1,2017-09-19
Puebla,Amozoc,21015,,sí,sí,7.1,2017-09-19
Puebla,Atexcal,21018,,sí,sí,7.1,2017-09-19
Puebla,Atlixco,21019,,sí,sí,7.1,2017-09-19
Puebla,Atoyatempan,21020,,sí,sí,7.1,2017-09-19
Puebla,Atzala,21021,,sí,sí,7.1,2017-09-19
Puebla,Atzitzihuacán,21022,,sí,sí,7.1,2017-09-19
Puebla,Axutla,21024,,sí,sí,7.1,2017-09-19
Puebla,Calpan,21026,,sí,sí,7.1,2017-09-19
Puebla,Caltepec,21027,,sí,sí,7.1,2017-09-19
Puebla,Coatzingo,21031,,sí,sí,7.1,2017-09-19
Puebla,Cohetzala,21032,,sí,sí,7.1,2017-09-19
Puebla,Cohuecan,21033,,sí,sí,7.1,2017-09-19
Puebla,Coronango,21034,,sí,sí,7.1,2017-09-19
Puebla,Coyotepec,21037,,sí,sí,7.1,2017-09-19
Puebla,Cuapiaxtla de Madero,21038,,sí,sí,7.1,2017-09-19
Puebla,Cuautinchán,21040,,sí,sí,7.1,2017-09-19
Puebla,Cuautlancingo,21041,,sí,sí,7.1,2017-09-19
Puebla,Cuayuca de Andrade,21042,,sí,sí,7.1,2017-09-19
Puebla,Chiautla,21047,,sí,sí,7.1,2017-09-19
Puebla,Chiautzingo,21048,,sí,sí,7.1,2017-09-19
Puebla,Chietla,21051,,sí,sí,7.1,2017-09-19
Puebla,Chigmecatitlán,21052,,sí,sí,7.1,2017-09-19
Puebla,Chila,21055,,sí,sí,7.1,2017-09-19
Puebla,Chila de la Sal,21056,,sí,sí,7.1,2017-09-19
Puebla,Chinantla,21059,,sí,sí,7.1,2017-09-19
Puebla,Domingo Arenas,21060,,sí,sí,7.1,2017-09-19
Puebla,Epatlán,21062,,sí,sí,7.1,2017-09-19
Puebla,Guadalupe,21066,,sí,sí,7.1,2017-09-19
Puebla,Huaquechula,21069,,sí,sí,7.1,2017-09-19
Puebla,Huatlatlauca,21070,,sí,sí,7.1,2017-09-19
Puebla,Huehuetlán el Chico,21073,,sí,sí,7.1,2017-09-19
Puebla,Huejotzingo,21074,,sí,sí,7.1,2017-09-19
Puebla,Huitziltepec,21079,,sí,sí,7.1,2017-09-19
Puebla,Ixcamilpa de Guerrero,21081,,sí,sí,7.1,2017-09-19
Puebla,Ixcaquixtla,21082,,sí,sí,7.1,2017-09-19
Puebla,Izúcar de Matamoros,21085,,sí,sí,7.1,2017-09-19
Puebla,Jolalpan,21087,,sí,sí,7.1,2017-09-19
Puebla,Juan C. Bonilla,21090,,sí,sí,7.1,2017-09-19
Puebla,Juan N. Méndez,21092,,sí,sí,7.1,2017-09-19
Puebla,La Magdalena Tlatlauquitepec,21095,,sí,sí,7.1,2017-09-19
Puebla,Mixtla,21097,,sí,sí,7.1,2017-09-19
Puebla,Molcaxac,21098,,sí,sí,7.1,2017-09-19
Puebla,Nealtican,21102,,sí,sí,7.1,2017-09-19
Puebla,Ocoyucan,21106,,sí,sí,7.1,2017-09-19
Puebla,Petlalcingo,21112,,sí,sí,7.1,2017-09-19
Puebla,Piaxtla,21113,,sí,sí,7.1,2017-09-19
Puebla,Puebla,21114,,sí,sí,7.1,2017-09-19
Puebla,Los Reyes de Juárez,21118,,sí,sí,7.1,2017-09-19
Puebla,San Andrés Cholula,21119,,sí,sí,7.1,2017-09-19
Puebla,San Diego la Mesa Tochimiltzingo,21121,,sí,sí,7.1,2017-09-19
Puebla,San Felipe Teotlalcingo,21122,,sí,sí,7.1,2017-09-19
Puebla,San Gregorio Atzompa,21125,,sí,sí,7.1,2017-09-19
Puebla,San Jerónimo Tecuanipan,21126,,sí,sí,7.1,2017-09-19
Puebla,San Jerónimo Xayacatlán,21127,,sí,sí,7.1,2017-09-19
Puebla,San Juan Atzompa,21131,,sí,sí,7.1,2017-09-19
Puebla,San Martín Texmelucan,21132,,sí,sí,7.1,2017-09-19
Puebla,San Martín Totoltepec,21133,,sí,sí,7.1,2017-09-19
Puebla,San Matías Tlalancaleca,21134,,sí,sí,7.1,2017-09-19
Puebla,San Miguel Ixitlán,21135,,sí,sí,7.1,2017-09-19
Puebla,San Miguel Xoxtla,21136,,sí,sí,7.1,2017-09-19
Puebla,San Nicolás de los Ranchos,21138,,sí,sí,7.1,2017-09-19
Puebla,San Pablo Anicano,21139,,sí,sí,7.1,2017-09-19
Puebla,San Pedro Cholula,21140,,sí,sí,7.1,2017-09-19
Puebla,San Pedro Yeloixtlahuaca,21141,,sí,sí,7.1,2017-09-19
Puebla,San Salvador el Verde,21143,,sí,sí,7.1,2017-09-19
Puebla,San Salvador Huixcolotla,21144,,sí,sí,7.1,2017-09-19
Puebla,Santa Catarina Tlaltempan,21146,,sí,sí,7.1,2017-09-19
Puebla,Santa Inés Ahuatempan,21147,,sí,sí,7.1,2017-09-19
Puebla,Santa Isabel Cholula,21148,,sí,sí,7.1,2017-09-19
Puebla,Huehuetlán el Grande,21150,,sí,sí,7.1,2017-09-19
Puebla,Santo Tomás Hueyotlipan,21151,,sí,sí,7.1,2017-09-19
Puebla,Tecali de Herrera,21153,,sí,sí,7.1,2017-09-19
Puebla,Tecamachalco,21154,,sí,sí,7.1,2017-09-19
Puebla,Tecomatlán,21155,,sí,sí,7.1,2017-09-19
Puebla,Tehuacán,21156,,sí,sí,7.1,2017-09-19
Puebla,Tehuitzingo,21157,,sí,sí,7.1,2017-09-19
Puebla,Teopantlán,21159,,sí,sí,7.1,2017-09-19
Puebla,Teotlalco,21160,,sí,sí,7.1,2017-09-19
Puebla,Tepanco de López,21161,,sí,sí,7.1,2017-09-19
Puebla,Tepatlaxco de Hidalgo,21163,,sí,sí,7.1,2017-09-19
Puebla,Tepeaca,21164,,sí,sí,7.1,2017-09-19
Puebla,Tepemaxalco,21165,,sí,sí,7.1,2017-09-19
Puebla,Tepeojuma,21166,,sí,sí,7.1,2017-09-19
Puebla,Tepexco,21168,,sí,sí,7.1,2017-09-19
Puebla,Tepexi de Rodríguez,21169,,sí,sí,7.1,2017-09-19
Puebla,Tepeyahualco de Cuauhtémoc,21171,,sí,sí,7.1,2017-09-19
Puebla,Tianguismanalco,21175,,sí,sí,7.1,2017-09-19
Puebla,Tilapa,21176,,sí,sí,7.1,2017-09-19
Puebla,Tlacotepec de Benito Juárez,21177,,sí,sí,7.1,2017-09-19
Puebla,Tlahuapan,21180,,sí,sí,7.1,2017-09-19
Puebla,Tlaltenango,21181,,sí,sí,7.1,2017-09-19
Puebla,Tlanepantla,21182,,sí,sí,7.1,2017-09-19
Puebla,Tlapanalá,21185,,sí,sí,7.1,2017-09-19
Puebla,Tochimilco,21188,,sí,sí,7.1,2017-09-19
Puebla,Tochtepec,21189,,sí,sí,7.1,2017-09-19
Puebla,Totoltepec de Guerrero,21190,,sí,sí,7.1,2017-09-19
Puebla,Tulcingo,21191,,sí,sí,7.1,2017-09-19
Puebla,Tzicatlacoyan,21193,,sí,sí,7.1,2017-09-19
Puebla,Xayacatlán de Bravo,21196,,sí,sí,7.1,2017-09-19
Puebla,Xicotlán,21198,,sí,sí,7.1,2017-09-19
Puebla,Xochiltepec,21201,,sí,sí,7.1,2017-09-19
Puebla,Xochitlán Todos Santos,21203,,sí,sí,7.1,2017-09-19
Puebla,Yehualtepec,21205,,sí,sí,7.1,2017-09-19
Puebla,Zacapala,21206,,sí,sí,7.1,2017-09-19
Puebla,Zapotitlán,21209,,sí,sí,7.1,2017-09-19
Puebla,Zaragoza,21211,,sí,sí,7.1,2017-09-19
Tlaxcala,Amaxac de Guerrero,29001,,,sí,7.1,2017-09-19
Tlaxcala,Apetatitlán de Antonio Carvajal,29002,,,sí,7.1,2017-09-19
Tlaxcala,Apizaco,29005,,,sí,7.1,2017-09-19
Tlaxcala,Cuaxomulco,29009,,,sí,7.1,2017-09-19
Tlaxcala,Chiautempan,29010,,,sí,7.1,2017-09-19
Tlaxcala,Hueyotlipan,29014,,,sí,7.1,2017-09-19
Tlaxcala,Ixtacuixtla de Mariano Matamoros,29015,,,sí,7.1,2017-09-19
Tlaxcala,Mazatecochco de José María Morelos,29017,,,sí,7.1,2017-09-19
Tlaxcala,Contla de Juan Cuamatzi,29018,,,sí,7.1,2017-09-19
Tlaxcala,Tepetitla de Lardizábal,29019,,,sí,7.1,2017-09-19
Tlaxcala,Acuamanala de Miguel Hidalgo,29022,,,sí,7.1,2017-09-19
Tlaxcala,Natívitas,29023,,,sí,7.1,2017-09-19
Tlaxcala,Panotla,29024,,,sí,7.1,2017-09-19
Tlaxcala,San Pablo del Monte,29025,,,sí,7.1,2017-09-19
Tlaxcala,Santa Cruz Tlaxcala,29026,,,sí,7.1,2017-09-19
Tlaxcala,Tenancingo,29027,,,sí,7.1,2017-09-19
Tlaxcala,Teolocholco,29028,,,sí,7.1,2017-09-19
Tlaxcala,Tepeyanco,29029,,,sí,7.1,2017-09-19
Tlaxcala,Tetlatlahuca,29032,,,sí,7.1,2017-09-19
Tlaxcala,Tlaxcala,29033,,,sí,7.1,2017-09-19
Tlaxcala,Totolac,29036,,,sí,,2017-09-19
Tlaxcala,Tzompantepec,29038,,,sí,7.1,2017-09-19
Tlaxcala,Xaltocan,29040,,,sí,7.1,2017-09-19
Tlaxcala,Papalotla de Xicohténcatl,29041,,,sí,7.1,2017-09-19
Tlaxcala,Xicohtzinco,29042,,,sí,7.1,2017-09-19
Tlaxcala,Yauhquemehcan,29043,,,sí,7.1,2017-09-19
Tlaxcala,Zacatelco,29044,,,sí,7.1,2017-09-19
Tlaxcala,La Magdalena Tlaltelulco,29048,,,sí,7.1,2017-09-19
Tlaxcala,San Damián Texóloc,29049,,,sí,7.1,2017-09-19
Tlaxcala,San Francisco Tetlanohcan,29050,,,sí,7.1,2017-09-19
Tlaxcala,San Jerónimo Zacualpan,29051,,,sí,7.1,2017-09-19
Tlaxcala,San José Teacalco,29052,,,sí,7.1,2017-09-19
Tlaxcala,San Juan Huactzinco,29053,,,sí,7.1,2017-09-19
Tlaxcala,San Lorenzo Axocomanitla,29054,,,sí,7.1,2017-09-19
Tlaxcala,San Lucas Tecopilco,29055,,,sí,7.1,2017-09-19
Tlaxcala,Santa Ana Nopalucan,29056,,,sí,7.1,2017-09-19
Tlaxcala,Santa Apolonia Teacalco,29057,,,sí,7.1,2017-09-19
Tlaxcala,Santa Catarina Ayometla,29058,,,sí,7.1,2017-09-19
Tlaxcala,Santa Cruz Quilehtla,29059,,,sí,7.1,2017-09-19
Tlaxcala,Santa Isabel Xiloxoxtla,29060,,,sí,7.1,2017-09-19
Veracruz de Ignacio de la Llave,Coatzacoalcos,30039,,,sí,8.2,2017-09-07
Veracruz de Ignacio de la Llave,Cosoleacaque,30048,,,sí,8.2,2017-09-07
Veracruz de Ignacio de la Llave,Hidalgotitlán,30070,,,sí,8.2,2017-09-07
Veracruz de Ignacio de la Llave,Jáltipan,30089,,,sí,8.2,2017-09-07
Veracruz de Ignacio de la Llave,Minatitlán,30108,,,sí,8.2,2017-09-07
Veracruz de Ignacio de la Llave,Texistepec,30172,,,sí,8.2,2017-09-07